CallIndex,SubproblemSize
1,100
2,3
3,0
4,2
5,0
6,1
7,96
8,51
9,45
10,39
11,5
12,4
13,3
14,2
15,1
16,0
17,0
18,0
19,0
20,33
21,18
22,10
23,6
24,1
25,4
26,0
27,3
28,2
29,0
30,1
31,0
32,3
33,2
34,1
35,0
36,0
37,7
38,3
39,1
40,1
41,3
42,1
43,1
44,14
45,8
46,0
47,7
48,3
49,0
50,2
51,1
52,0
53,3
54,2
55,1
56,0
57,0
58,5
59,3
60,1
61,1
62,1
63,5
64,4
65,2
66,1
67,0
68,1
69,0
70,5
71,3
72,2
73,1
74,0
75,0
76,1
77,44
78,24
79,14
80,13
81,12
82,6
83,4
84,0
85,3
86,0
87,2
88,1
89,0
90,1
91,5
92,4
93,2
94,1
95,0
96,1
97,0
98,0
99,0
100,9
101,5
102,4
103,0
104,3
105,2
106,1
107,0
108,0
109,0
110,3
111,2
112,0
113,1
114,0
115,19
116,4
117,3
118,2
119,1
120,0
121,0
122,0
123,14
124,13
125,9
126,5
127,1
128,3
129,0
130,2
131,1
132,0
133,3
134,1
135,1
136,3
137,2
138,1
139,0
140,0
141,0
