CallIndex,SubproblemSize
1,30000
2,626
3,96
4,16
5,0
6,15
7,4
8,2
9,0
10,1
11,1
12,10
13,0
14,9
15,3
16,0
17,2
18,1
19,0
20,5
21,2
22,0
23,1
24,2
25,0
26,1
27,79
28,5
29,0
30,4
31,0
32,3
33,1
34,1
35,73
36,47
37,19
38,2
39,0
40,1
41,16
42,0
43,15
44,12
45,8
46,4
47,0
48,3
49,1
50,1
51,3
52,0
53,2
54,0
55,1
56,3
57,0
58,2
59,0
60,1
61,2
62,0
63,1
64,27
65,6
66,0
67,5
68,0
69,4
70,0
71,3
72,0
73,2
74,0
75,1
76,20
77,5
78,0
79,4
80,0
81,3
82,0
83,2
84,0
85,1
86,14
87,9
88,6
89,0
90,5
91,0
92,4
93,0
94,3
95,0
96,2
97,0
98,1
99,2
100,0
101,1
102,4
103,1
104,2
105,0
106,1
107,25
108,15
109,0
110,14
111,3
112,0
113,2
114,0
115,1
116,10
117,0
118,9
119,0
120,8
121,0
122,7
123,0
124,6
125,0
126,5
127,0
128,4
129,0
130,3
131,0
132,2
133,0
134,1
135,9
136,3
137,0
138,2
139,0
140,1
141,5
142,2
143,0
144,1
145,2
146,0
147,1
148,529
149,267
150,41
151,34
152,25
153,7
154,0
155,6
156,0
157,5
158,1
159,3
160,0
161,2
162,0
163,1
164,17
165,0
166,16
167,7
168,5
169,1
170,3
171,0
172,2
173,0
174,1
175,1
176,8
177,5
178,0
179,4
180,0
181,3
182,0
183,2
184,0
185,1
186,2
187,0
188,1
189,8
190,0
191,7
192,3
193,0
194,2
195,0
196,1
197,3
198,0
199,2
200,0
201,1
202,6
203,0
204,5
205,0
206,4
207,0
208,3
209,0
210,2
211,0
212,1
213,225
214,11
215,9
216,0
217,8
218,0
219,7
220,0
221,6
222,2
223,0
224,1
225,3
226,0
227,2
228,0
229,1
230,1
231,213
232,49
233,37
234,7
235,2
236,0
237,1
238,4
239,1
240,2
241,0
242,1
243,29
244,0
245,28
246,0
247,27
248,23
249,5
250,0
251,4
252,0
253,3
254,2
255,0
256,1
257,0
258,17
259,8
260,0
261,7
262,0
263,6
264,0
265,5
266,0
267,4
268,0
269,3
270,0
271,2
272,0
273,1
274,8
275,3
276,0
277,2
278,0
279,1
280,4
281,1
282,2
283,0
284,1
285,3
286,0
287,2
288,0
289,1
290,11
291,0
292,10
293,7
294,0
295,6
296,3
297,0
298,2
299,0
300,1
301,2
302,0
303,1
304,2
305,0
306,1
307,163
308,151
309,26
310,17
311,5
312,0
313,4
314,0
315,3
316,2
317,0
318,1
319,0
320,11
321,0
322,10
323,4
324,0
325,3
326,0
327,2
328,0
329,1
330,5
331,2
332,0
333,1
334,2
335,0
336,1
337,8
338,0
339,7
340,1
341,5
342,0
343,4
344,0
345,3
346,2
347,0
348,1
349,0
350,124
351,39
352,37
353,19
354,11
355,3
356,1
357,1
358,7
359,0
360,6
361,0
362,5
363,1
364,3
365,0
366,2
367,0
368,1
369,7
370,0
371,6
372,2
373,0
374,1
375,3
376,0
377,2
378,0
379,1
380,17
381,12
382,8
383,0
384,7
385,0
386,6
387,0
388,5
389,0
390,4
391,0
392,3
393,0
394,2
395,0
396,1
397,3
398,0
399,2
400,0
401,1
402,4
403,0
404,3
405,0
406,2
407,0
