CallIndex,SubproblemSize
1,5000
2,102
3,48
4,28
5,18
6,15
7,3
8,0
9,2
10,0
11,1
12,11
13,0
14,10
15,7
16,1
17,5
18,1
19,3
20,2
21,0
22,1
23,0
24,2
25,0
26,1
27,2
28,0
29,1
30,9
31,4
32,2
33,0
34,1
35,1
36,4
37,0
38,3
39,0
40,2
41,1
42,0
43,19
44,1
45,17
46,8
47,1
48,6
49,4
50,0
51,3
52,0
53,2
54,0
55,1
56,1
57,8
58,5
59,3
60,1
61,1
62,1
63,2
64,1
65,0
66,53
67,51
68,22
69,16
70,15
71,7
72,5
73,1
74,3
75,1
76,1
77,1
78,7
79,3
80,1
81,1
82,3
83,2
84,0
85,1
86,0
87,0
88,5
89,3
90,1
91,1
92,1
93,28
94,23
95,9
96,6
97,3
98,0
99,2
100,0
101,1
102,2
103,0
104,1
105,2
106,0
107,1
108,13
109,5
110,3
111,2
112,0
113,1
114,0
115,1
116,7
117,0
118,6
119,1
120,4
121,1
122,2
123,0
124,1
125,4
126,1
127,2
128,0
129,1
130,1
131,4897
132,2357
133,173
134,131
135,95
136,33
137,26
138,3
139,1
140,1
141,22
142,7
143,0
144,6
145,3
146,2
147,0
148,1
149,0
150,2
151,0
152,1
153,14
154,6
155,5
156,3
157,0
158,2
159,0
160,1
161,1
162,0
163,7
164,0
165,6
166,2
167,0
168,1
169,3
170,2
171,0
172,1
173,0
174,6
175,1
176,4
177,3
178,0
179,2
180,0
181,1
182,0
183,61
184,30
185,20
186,17
187,7
188,3
189,2
190,0
191,1
192,0
193,3
194,2
195,0
196,1
197,0
198,9
199,1
200,7
201,1
202,5
203,1
204,3
205,0
206,2
207,1
208,0
209,2
210,1
211,0
212,9
213,2
214,0
215,1
216,6
217,5
218,0
219,4
220,1
221,2
222,0
223,1
224,0
225,30
226,27
227,19
228,11
229,3
230,0
231,2
232,0
233,1
234,7
235,6
236,0
237,5
238,1
239,3
240,2
241,1
242,0
243,0
244,0
245,7
246,4
247,2
248,1
249,0
250,1
251,2
252,1
253,0
254,7
255,2
256,1
257,0
258,4
259,0
260,3
261,0
262,2
263,0
264,1
265,2
266,0
267,1
268,35
269,12
270,1
271,10
272,5
273,2
274,1
275,0
276,2
277,0
278,1
279,4
280,1
281,2
282,0
283,1
284,22
285,11
286,0
287,10
288,5
289,3
290,0
291,2
292,0
293,1
294,1
295,4
296,2
297,0
298,1
299,1
300,10
301,9
302,2
303,0
304,1
305,6
306,2
307,0
308,1
309,3
310,1
311,1
312,0
313,41
314,27
315,16
316,11
317,6
318,4
319,3
320,1
321,1
322,0
323,1
324,4
325,0
326,3
327,1
328,1
329,4
330,0
331,3
332,0
333,2
334,0
335,1
336,10
337,1
338,8
339,3
340,0
341,2
342,0
343,1
344,4
345,0
346,3
347,1
348,1
349,13
350,4
351,1
352,2
353,0
354,1
355,8
356,0
357,7
358,4
359,2
360,0
361,1
362,1
363,2
364,0
365,1
366,2183
367,754
368,152
369,144
370,23
371,13
372,0
373,12
374,9
375,5
376,3
377,0
378,2
379,0
380,1
381,1
382,3
383,1
384,1
385,2
386,1
387,0
388,9
389,6
390,0
391,5
392,1
393,3
394,1
395,1
396,2
397,1
398,0
399,120
400,72
401,7
402,5
403,1
404,3
405,0
406,2
407,0
408,1
409,1
410,64
411,30
412,3
413,2
414,1
415,0
416,0
417,26
418,17
419,8
420,4
421,1
422,2
423,1
424,0
425,3
426,0
427,2
428,1
429,0
430,8
431,6
432,0
433,5
434,0
435,4
436,0
437,3
438,1
439,1
440,1
441,8
442,3
443,2
444,0
445,1
446,0
447,4
448,0
449,3
450,0
451,2
452,0
453,1
454,33
455,29
456,21
457,1
458,19
459,7
460,0
461,6
462,1
463,4
464,1
465,2
466,0
467,1
468,11
469,4
470,0
471,3
472,0
473,2
474,0
475,1
476,6
477,1
478,4
479,1
480,2
481,1
482,0
483,7
484,2
485,0
486,1
487,4
488,1
489,2
490,0
491,1
492,3
493,1
494,1
495,47
496,41
497,9
498,6
499,2
500,0
501,1
502,3
503,2
504,1
505,0
506,0
507,2
508,0
509,1
510,31
511,9
512,6
513,2
514,0
515,1
516,3
517,2
518,1
519,0
520,0
521,2
522,0
523,1
524,21
525,15
526,8
527,6
528,2
529,1
530,0
531,3
532,2
533,0
534,1
535,0
536,1
537,6
538,4
539,3
540,0
541,2
542,0
543,1
544,0
545,1
546,5
547,0
548,4
549,3
550,0
551,2
552,0
553,1
554,0
555,5
556,4
557,1
558,2
559,1
560,0
561,0
562,7
563,4
564,3
565,2
566,1
567,0
568,0
569,0
570,2
571,0
572,1
573,601
574,25
575,21
576,19
577,12
578,8
579,1
580,6
581,1
582,4
583,3
584,2
585,0
586,1
587,0
588,0
589,3
590,0
591,2
592,0
593,1
594,6
595,3
596,2
597,0
598,1
599,0
600,2
601,0
602,1
603,1
604,3
605,1
606,1
607,575
608,263
609,223
610,220
611,168
612,151
613,27
614,25
615,5
616,4
617,0
618,3
619,0
620,2
621,1
622,0
623,0
624,19
625,4
626,1
627,2
628,0
629,1
630,14
631,4
632,3
633,1
634,1
635,0
636,9
637,0
638,8
639,1
640,6
641,0
642,5
643,3
644,2
645,0
646,1
647,0
648,1
649,1
650,123
651,38
652,2
653,0
654,1
655,35
656,15
657,12
658,5
659,1
660,3
661,2
662,0
663,1
664,0
665,6
666,3
667,1
668,1
669,2
670,0
671,1
672,2
673,1
674,0
675,19
676,0
677,18
678,9
679,3
680,2
681,0
682,1
683,0
684,5
685,4
686,3
687,0
688,2
689,0
690,1
691,0
692,0
693,8
694,4
695,2
696,0
697,1
698,1
699,3
700,1
701,1
702,84
703,81
704,59
705,7
706,5
707,2
708,0
709,1
710,2
711,0
712,1
713,1
714,51
715,24
716,23
717,0
718,22
719,15
720,3
721,1
722,1
723,11
724,5
725,4
726,0
727,3
728,2
729,1
730,0
731,0
732,0
733,5
734,1
735,3
736,1
737,1
738,6
739,3
740,1
741,1
742,2
743,0
744,1
745,0
746,26
747,19
748,8
749,3
750,2
751,0
752,1
753,0
754,4
755,0
756,3
757,2
758,1
759,0
760,0
761,10
762,8
763,2
764,0
765,1
766,5
767,3
768,0
769,2
770,0
771,1
772,1
773,1
774,6
775,0
776,5
777,0
778,4
779,2
780,0
781,1
782,1
783,21
784,20
785,1
786,18
787,16
788,14
789,7
790,5
791,4
792,3
793,1
794,1
795,0
796,0
797,1
798,6
799,4
800,1
801,2
802,1
803,0
804,1
805,1
806,1
807,0
808,2
809,0
810,1
811,16
812,2
813,0
814,1
815,13
816,10
817,5
818,0
819,4
820,2
821,0
822,1
823,1
824,4
825,2
826,0
827,1
828,1
829,2
830,0
831,1
832,51
833,1
834,49
835,22
836,15
837,0
838,14
839,3
840,1
841,1
842,10
843,5
844,1
845,3
846,0
847,2
848,1
849,0
850,4
851,0
852,3
853,0
854,2
855,1
856,0
857,6
858,1
859,4
860,0
861,3
862,2
863,0
864,1
865,0
866,26
867,14
868,8
869,5
870,2
871,1
872,0
873,2
874,0
875,1
876,2
877,0
878,1
879,5
880,0
881,4
882,1
883,2
884,1
885,0
886,11
887,1
888,9
889,0
890,8
891,1
892,6
893,0
894,5
895,1
896,3
897,0
898,2
899,1
900,0
901,2
902,0
903,1
904,39
905,13
906,3
907,2
908,0
909,1
910,0
911,9
912,0
913,8
914,7
915,2
916,0
917,1
918,4
919,0
920,3
921,2
922,0
923,1
924,0
925,0
926,25
927,11
928,5
929,2
930,0
931,1
932,2
933,0
934,1
935,5
936,4
937,0
938,3
939,1
940,1
941,0
942,13
943,6
944,4
945,0
946,3
947,0
948,2
949,0
950,1
951,1
952,6
953,3
954,0
955,2
956,0
957,1
958,2
959,0
960,1
961,311
962,235
963,95
964,10
965,0
966,9
967,8
968,2
969,1
970,0
971,5
972,2
973,0
974,1
975,2
976,0
977,1
978,0
979,84
980,13
981,3
982,2
983,1
984,0
985,0
986,9
987,0
988,8
989,6
990,5
991,1
992,3
993,0
994,2
995,1
996,0
997,0
998,1
999,70
1000,4
1001,2
1002,0
1003,1
1004,1
1005,65
1006,28
1007,9
1008,0
1009,8
1010,5
1011,1
1012,3
1013,0
1014,2
1015,0
1016,1
1017,2
1018,1
1019,0
1020,18
1021,0
1022,17
1023,15
1024,5
1025,0
1026,4
1027,1
1028,2
1029,0
1030,1
1031,9
1032,2
1033,0
1034,1
1035,6
1036,3
1037,1
1038,1
1039,2
1040,0
1041,1
1042,1
1043,36
1044,15
1045,2
1046,0
1047,1
1048,12
1049,2
1050,0
1051,1
1052,9
1053,8
1054,2
1055,1
1056,0
1057,5
1058,0
1059,4
1060,3
1061,2
1062,1
1063,0
1064,0
1065,0
1066,0
1067,20
1068,11
1069,6
1070,3
1071,1
1072,1
1073,2
1074,0
1075,1
1076,4
1077,1
1078,2
1079,1
1080,0
1081,8
1082,4
1083,0
1084,3
1085,2
1086,0
1087,1
1088,0
1089,3
1090,0
1091,2
1092,0
1093,1
1094,139
1095,119
1096,84
1097,69
1098,51
1099,19
1100,16
1101,2
1102,0
1103,1
1104,13
1105,10
1106,9
1107,5
1108,0
1109,4
1110,1
1111,2
1112,1
1113,0
1114,3
1115,1
1116,1
1117,0
1118,2
1119,1
1120,0
1121,2
1122,0
1123,1
1124,31
1125,7
1126,4
1127,2
1128,0
1129,1
1130,1
1131,2
1132,1
1133,0
1134,23
1135,11
1136,9
1137,5
1138,0
1139,4
1140,3
1141,2
1142,0
1143,1
1144,0
1145,0
1146,3
1147,1
1148,1
1149,1
1150,11
1151,9
1152,0
1153,8
1154,3
1155,1
1156,1
1157,4
1158,1
1159,2
1160,0
1161,1
1162,1
1163,17
1164,6
1165,0
1166,5
1167,4
1168,2
1169,1
1170,0
1171,1
1172,0
1173,10
1174,6
1175,3
1176,1
1177,1
1178,2
1179,0
1180,1
1181,3
1182,1
1183,1
1184,14
1185,3
1186,1
1187,1
1188,10
1189,7
1190,4
1191,3
1192,2
1193,1
1194,0
1195,0
1196,0
1197,2
1198,0
1199,1
1200,2
1201,1
1202,0
1203,34
1204,5
1205,4
1206,3
1207,0
1208,2
1209,0
1210,1
1211,0
1212,0
1213,28
1214,22
1215,6
1216,1
1217,4
1218,1
1219,2
1220,0
1221,1
1222,15
1223,9
1224,0
1225,8
1226,5
1227,0
1228,4
1229,0
1230,3
1231,2
1232,0
1233,1
1234,0
1235,2
1236,0
1237,1
1238,5
1239,1
1240,3
1241,1
1242,1
1243,5
1244,3
1245,1
1246,1
1247,1
1248,19
1249,16
1250,2
1251,0
1252,1
1253,13
1254,10
1255,3
1256,1
1257,1
1258,6
1259,0
1260,5
1261,0
1262,4
1263,0
1264,3
1265,1
1266,1
1267,2
1268,0
1269,1
1270,2
1271,1
1272,0
1273,75
1274,13
1275,7
1276,6
1277,3
1278,0
1279,2
1280,1
1281,0
1282,2
1283,0
1284,1
1285,0
1286,5
1287,3
1288,0
1289,2
1290,0
1291,1
1292,1
1293,61
1294,12
1295,8
1296,3
1297,1
1298,1
1299,4
1300,2
1301,1
1302,0
1303,1
1304,3
1305,0
1306,2
1307,1
1308,0
1309,48
1310,29
1311,2
1312,1
1313,0
1314,26
1315,23
1316,0
1317,22
1318,20
1319,11
1320,2
1321,0
1322,1
1323,8
1324,4
1325,2
1326,1
1327,0
1328,1
1329,3
1330,2
1331,1
1332,0
1333,0
1334,8
1335,6
1336,4
1337,3
1338,2
1339,0
1340,1
1341,0
1342,0
1343,1
1344,1
1345,1
1346,2
1347,0
1348,1
1349,18
1350,0
1351,17
1352,14
1353,12
1354,1
1355,10
1356,3
1357,2
1358,0
1359,1
1360,0
1361,6
1362,1
1363,4
1364,0
1365,3
1366,0
1367,2
1368,1
1369,0
1370,1
1371,2
1372,0
1373,1
1374,1428
1375,622
1376,288
1377,105
1378,39
1379,24
1380,4
1381,0
1382,3
1383,1
1384,1
1385,19
1386,5
1387,1
1388,3
1389,1
1390,1
1391,13
1392,9
1393,1
1394,7
1395,2
1396,1
1397,0
1398,4
1399,0
1400,3
1401,0
1402,2
1403,0
1404,1
1405,3
1406,2
1407,0
1408,1
1409,0
1410,14
1411,1
1412,12
1413,9
1414,6
1415,3
1416,0
1417,2
1418,0
1419,1
1420,2
1421,0
1422,1
1423,2
1424,0
1425,1
1426,2
1427,0
1428,1
1429,65
1430,58
1431,31
1432,18
1433,8
1434,4
1435,3
1436,0
1437,2
1438,1
1439,0
1440,0
1441,3
1442,1
1443,1
1444,9
1445,5
1446,0
1447,4
1448,2
1449,1
1450,0
1451,1
1452,3
1453,0
1454,2
1455,0
1456,1
1457,12
1458,4
1459,0
1460,3
1461,2
1462,1
1463,0
1464,0
1465,7
1466,3
1467,2
1468,1
1469,0
1470,0
1471,3
1472,2
1473,0
1474,1
1475,0
1476,26
1477,14
1478,13
1479,3
1480,2
1481,0
1482,1
1483,0
1484,9
1485,4
1486,3
1487,1
1488,1
1489,0
1490,4
1491,1
1492,2
1493,0
1494,1
1495,0
1496,11
1497,10
1498,7
1499,1
1500,5
1501,3
1502,1
1503,1
1504,1
1505,2
1506,0
1507,1
1508,0
1509,6
1510,4
1511,0
1512,3
1513,1
1514,1
1515,1
1516,182
1517,141
1518,133
1519,34
1520,15
1521,1
1522,13
1523,3
1524,2
1525,0
1526,1
1527,0
1528,9
1529,6
1530,0
1531,5
1532,1
1533,3
1534,1
1535,1
1536,2
1537,0
1538,1
1539,18
1540,11
1541,2
1542,0
1543,1
1544,8
1545,6
1546,5
1547,1
1548,3
1549,2
1550,1
1551,0
1552,0
1553,0
1554,1
1555,6
1556,1
1557,4
1558,3
1559,0
1560,2
1561,0
1562,1
1563,0
1564,98
1565,8
1566,6
1567,2
1568,1
1569,0
1570,3
1571,0
1572,2
1573,0
1574,1
1575,1
1576,89
1577,30
1578,0
1579,29
1580,22
1581,16
1582,2
1583,0
1584,1
1585,13
1586,6
1587,0
1588,5
1589,1
1590,3
1591,2
1592,0
1593,1
1594,0
1595,6
1596,4
1597,2
1598,0
1599,1
1600,1
1601,1
1602,5
1603,2
1604,0
1605,1
1606,2
1607,0
1608,1
1609,6
1610,2
1611,1
1612,0
1613,3
1614,0
1615,2
1616,0
1617,1
1618,58
1619,5
1620,1
1621,3
1622,0
1623,2
1624,1
1625,0
1626,52
1627,33
1628,22
1629,7
1630,4
1631,2
1632,0
1633,1
1634,1
1635,2
1636,0
1637,1
1638,14
1639,8
1640,0
1641,7
1642,4
1643,0
1644,3
1645,1
1646,1
1647,2
1648,1
1649,0
1650,5
1651,0
1652,4
1653,1
1654,2
1655,0
1656,1
1657,10
1658,9
1659,0
