CallIndex,SubproblemSize
1,3000
2,1500
3,750
4,375
5,188
6,94
7,47
8,24
9,12
10,6
11,3
12,2
13,1
14,1
15,1
16,3
17,2
18,1
19,1
20,1
21,6
22,3
23,2
24,1
25,1
26,1
27,3
28,2
29,1
30,1
31,1
32,12
33,6
34,3
35,2
36,1
37,1
38,1
39,3
40,2
41,1
42,1
43,1
44,6
45,3
46,2
47,1
48,1
49,1
50,3
51,2
52,1
53,1
54,1
55,23
56,12
57,6
58,3
59,2
60,1
61,1
62,1
63,3
64,2
65,1
66,1
67,1
68,6
69,3
70,2
71,1
72,1
73,1
74,3
75,2
76,1
77,1
78,1
79,11
80,6
81,3
82,2
83,1
84,1
85,1
86,3
87,2
88,1
89,1
90,1
91,5
92,3
93,2
94,1
95,1
96,1
97,2
98,1
99,1
100,47
101,24
102,12
103,6
104,3
105,2
106,1
107,1
108,1
109,3
110,2
111,1
112,1
113,1
114,6
115,3
116,2
117,1
118,1
119,1
120,3
121,2
122,1
123,1
124,1
125,12
126,6
127,3
128,2
129,1
130,1
131,1
132,3
133,2
134,1
135,1
136,1
137,6
138,3
139,2
140,1
141,1
142,1
143,3
144,2
145,1
146,1
147,1
148,23
149,12
150,6
151,3
152,2
153,1
154,1
155,1
156,3
157,2
158,1
159,1
160,1
161,6
162,3
163,2
164,1
165,1
166,1
167,3
168,2
169,1
170,1
171,1
172,11
173,6
174,3
175,2
176,1
177,1
178,1
179,3
180,2
181,1
182,1
183,1
184,5
185,3
186,2
187,1
188,1
189,1
190,2
191,1
192,1
193,94
194,47
195,24
196,12
197,6
198,3
199,2
200,1
201,1
202,1
203,3
204,2
205,1
206,1
207,1
208,6
209,3
210,2
211,1
212,1
213,1
214,3
215,2
216,1
217,1
218,1
219,12
220,6
221,3
222,2
223,1
224,1
225,1
226,3
227,2
228,1
229,1
230,1
231,6
232,3
233,2
234,1
235,1
236,1
237,3
238,2
239,1
240,1
241,1
242,23
243,12
244,6
245,3
246,2
247,1
248,1
249,1
250,3
251,2
252,1
253,1
254,1
255,6
256,3
257,2
258,1
259,1
260,1
261,3
262,2
263,1
264,1
265,1
266,11
267,6
268,3
269,2
270,1
271,1
272,1
273,3
274,2
275,1
276,1
277,1
278,5
279,3
280,2
281,1
282,1
283,1
284,2
285,1
286,1
287,47
288,24
289,12
290,6
291,3
292,2
293,1
294,1
295,1
296,3
297,2
298,1
299,1
300,1
301,6
302,3
303,2
304,1
305,1
306,1
307,3
308,2
309,1
310,1
311,1
312,12
313,6
314,3
315,2
316,1
317,1
318,1
319,3
320,2
321,1
322,1
323,1
324,6
325,3
326,2
327,1
328,1
329,1
330,3
331,2
332,1
333,1
334,1
335,23
336,12
337,6
338,3
339,2
340,1
341,1
342,1
343,3
344,2
345,1
346,1
347,1
348,6
349,3
350,2
351,1
352,1
353,1
354,3
355,2
356,1
357,1
358,1
359,11
360,6
361,3
362,2
363,1
364,1
365,1
366,3
367,2
368,1
369,1
370,1
371,5
372,3
373,2
374,1
375,1
376,1
377,2
378,1
379,1
380,187
381,94
382,47
383,24
384,12
385,6
386,3
387,2
388,1
389,1
390,1
391,3
392,2
393,1
394,1
395,1
396,6
397,3
398,2
399,1
400,1
401,1
402,3
403,2
404,1
405,1
406,1
407,12
408,6
409,3
410,2
411,1
412,1
413,1
414,3
415,2
416,1
417,1
418,1
419,6
420,3
421,2
422,1
423,1
424,1
425,3
426,2
427,1
428,1
429,1
430,23
431,12
432,6
433,3
434,2
435,1
436,1
437,1
438,3
439,2
440,1
441,1
442,1
443,6
444,3
445,2
446,1
447,1
448,1
449,3
450,2
451,1
452,1
453,1
454,11
455,6
456,3
457,2
458,1
459,1
460,1
461,3
462,2
463,1
464,1
465,1
466,5
467,3
468,2
469,1
470,1
471,1
472,2
473,1
474,1
475,47
476,24
477,12
478,6
479,3
480,2
481,1
482,1
