CallIndex,SubproblemSize
1,100000
2,50000
3,25000
4,12500
5,6250
6,3125
7,1563
8,782
9,391
10,196
11,98
12,49
13,25
14,13
15,7
16,4
17,2
18,1
19,1
20,2
21,1
22,1
23,3
24,2
25,1
26,1
27,1
28,6
29,3
30,2
31,1
32,1
33,1
34,3
35,2
36,1
37,1
38,1
39,12
40,6
41,3
42,2
43,1
44,1
45,1
46,3
47,2
48,1
49,1
50,1
51,6
52,3
53,2
54,1
55,1
56,1
57,3
58,2
59,1
60,1
61,1
62,24
63,12
64,6
65,3
66,2
67,1
68,1
69,1
70,3
71,2
72,1
73,1
74,1
75,6
76,3
77,2
78,1
79,1
80,1
81,3
82,2
83,1
84,1
85,1
86,12
87,6
88,3
89,2
90,1
91,1
92,1
93,3
94,2
95,1
96,1
97,1
98,6
99,3
100,2
101,1
102,1
103,1
104,3
105,2
106,1
107,1
108,1
109,49
110,25
111,13
112,7
113,4
114,2
115,1
116,1
117,2
118,1
119,1
120,3
121,2
122,1
123,1
124,1
125,6
126,3
127,2
128,1
129,1
130,1
131,3
132,2
133,1
134,1
135,1
136,12
137,6
138,3
139,2
140,1
141,1
142,1
143,3
144,2
145,1
146,1
147,1
148,6
149,3
150,2
151,1
152,1
153,1
154,3
155,2
156,1
157,1
158,1
159,24
160,12
161,6
162,3
163,2
164,1
165,1
166,1
167,3
168,2
169,1
170,1
171,1
172,6
173,3
174,2
175,1
176,1
177,1
178,3
179,2
180,1
181,1
182,1
183,12
184,6
185,3
186,2
187,1
188,1
189,1
190,3
191,2
192,1
193,1
194,1
195,6
196,3
197,2
198,1
199,1
200,1
201,3
202,2
203,1
204,1
205,1
206,98
207,49
208,25
209,13
210,7
211,4
212,2
213,1
214,1
215,2
216,1
217,1
218,3
219,2
220,1
221,1
222,1
223,6
224,3
225,2
226,1
227,1
228,1
229,3
230,2
231,1
232,1
233,1
234,12
235,6
236,3
237,2
238,1
239,1
240,1
241,3
242,2
243,1
244,1
245,1
246,6
247,3
248,2
249,1
250,1
251,1
252,3
253,2
254,1
255,1
256,1
257,24
258,12
259,6
260,3
261,2
262,1
263,1
264,1
265,3
266,2
267,1
268,1
269,1
270,6
271,3
272,2
273,1
274,1
275,1
276,3
277,2
278,1
279,1
280,1
281,12
282,6
283,3
284,2
285,1
286,1
287,1
288,3
289,2
290,1
291,1
292,1
293,6
294,3
295,2
296,1
297,1
298,1
299,3
300,2
301,1
302,1
303,1
304,49
305,25
306,13
307,7
308,4
309,2
310,1
311,1
312,2
313,1
314,1
315,3
316,2
317,1
318,1
319,1
320,6
321,3
322,2
323,1
324,1
325,1
326,3
327,2
328,1
329,1
330,1
331,12
332,6
333,3
334,2
335,1
336,1
337,1
338,3
339,2
340,1
341,1
342,1
343,6
344,3
345,2
346,1
347,1
348,1
349,3
350,2
351,1
352,1
353,1
354,24
355,12
356,6
357,3
358,2
359,1
360,1
361,1
362,3
363,2
364,1
365,1
366,1
367,6
368,3
369,2
370,1
371,1
372,1
373,3
374,2
375,1
376,1
377,1
378,12
379,6
380,3
381,2
382,1
383,1
384,1
385,3
386,2
387,1
388,1
389,1
390,6
391,3
392,2
393,1
394,1
395,1
396,3
397,2
398,1
399,1
400,1
401,195
402,98
403,49
404,25
405,13
406,7
407,4
408,2
409,1
410,1
411,2
412,1
413,1
414,3
415,2
416,1
417,1
418,1
419,6
420,3
421,2
422,1
423,1
424,1
425,3
426,2
427,1
428,1
429,1
430,12
431,6
432,3
433,2
434,1
435,1
436,1
437,3
438,2
439,1
440,1
441,1
442,6
443,3
444,2
445,1
446,1
447,1
448,3
449,2
450,1
451,1
452,1
453,24
454,12
455,6
456,3
457,2
458,1
459,1
460,1
461,3
462,2
463,1
464,1
465,1
466,6
467,3
468,2
469,1
470,1
471,1
472,3
473,2
474,1
475,1
476,1
477,12
478,6
479,3
480,2
481,1
482,1
483,1
484,3
485,2
486,1
487,1
488,1
489,6
490,3
491,2
492,1
493,1
494,1
495,3
496,2
497,1
498,1
499,1
500,49
501,25
502,13
503,7
504,4
505,2
506,1
507,1
508,2
509,1
510,1
511,3
512,2
513,1
514,1
515,1
516,6
517,3
518,2
519,1
520,1
521,1
522,3
523,2
524,1
525,1
526,1
527,12
528,6
529,3
530,2
531,1
532,1
533,1
534,3
535,2
536,1
537,1
538,1
539,6
540,3
541,2
542,1
543,1
544,1
545,3
546,2
547,1
548,1
549,1
550,24
551,12
552,6
553,3
554,2
555,1
556,1
557,1
558,3
559,2
560,1
561,1
562,1
563,6
564,3
565,2
566,1
567,1
568,1
569,3
570,2
571,1
572,1
573,1
574,12
575,6
576,3
577,2
578,1
579,1
580,1
581,3
582,2
583,1
584,1
585,1
586,6
587,3
588,2
589,1
590,1
591,1
592,3
593,2
594,1
595,1
596,1
597,97
598,49
599,25
600,13
601,7
602,4
603,2
604,1
605,1
606,2
607,1
608,1
609,3
610,2
611,1
612,1
613,1
614,6
615,3
616,2
617,1
618,1
619,1
620,3
621,2
622,1
623,1
624,1
625,12
626,6
627,3
628,2
629,1
630,1
631,1
632,3
633,2
634,1
635,1
636,1
637,6
638,3
639,2
640,1
641,1
642,1
643,3
644,2
645,1
646,1
647,1
648,24
649,12
650,6
651,3
652,2
653,1
654,1
655,1
656,3
657,2
658,1
659,1
660,1
661,6
662,3
663,2
664,1
665,1
666,1
667,3
668,2
669,1
670,1
671,1
672,12
673,6
674,3
675,2
676,1
677,1
678,1
679,3
680,2
681,1
682,1
683,1
684,6
685,3
686,2
687,1
688,1
689,1
690,3
691,2
692,1
693,1
694,1
695,48
696,24
697,12
698,6
699,3
700,2
701,1
702,1
703,1
704,3
705,2
706,1
707,1
708,1
709,6
710,3
711,2
712,1
713,1
714,1
715,3
716,2
717,1
718,1
719,1
720,12
721,6
722,3
723,2
724,1
725,1
726,1
727,3
728,2
729,1
730,1
731,1
732,6
733,3
734,2
735,1
736,1
737,1
738,3
739,2
740,1
741,1
742,1
743,24
744,12
745,6
746,3
747,2
748,1
749,1
750,1
751,3
752,2
753,1
754,1
755,1
756,6
757,3
758,2
759,1
760,1
761,1
762,3
763,2
764,1
765,1
766,1
767,12
768,6
769,3
770,2
771,1
772,1
773,1
774,3
775,2
776,1
777,1
778,1
779,6
780,3
781,2
782,1
783,1
784,1
785,3
786,2
787,1
788,1
789,1
790,391
791,196
792,98
793,49
794,25
795,13
796,7
797,4
798,2
799,1
800,1
801,2
802,1
803,1
804,3
805,2
806,1
807,1
808,1
809,6
810,3
811,2
812,1
813,1
814,1
815,3
816,2
817,1
818,1
819,1
820,12
821,6
822,3
823,2
824,1
825,1
826,1
827,3
828,2
829,1
830,1
831,1
832,6
833,3
834,2
835,1
836,1
837,1
838,3
839,2
840,1
841,1
842,1
843,24
844,12
845,6
846,3
847,2
848,1
849,1
850,1
851,3
852,2
853,1
854,1
855,1
856,6
857,3
858,2
859,1
860,1
861,1
862,3
863,2
864,1
865,1
866,1
867,12
868,6
869,3
870,2
871,1
872,1
873,1
874,3
875,2
876,1
877,1
878,1
879,6
880,3
881,2
882,1
883,1
884,1
885,3
886,2
887,1
888,1
889,1
890,49
891,25
892,13
893,7
894,4
895,2
896,1
897,1
898,2
899,1
900,1
901,3
902,2
903,1
904,1
905,1
906,6
907,3
908,2
909,1
910,1
911,1
912,3
913,2
914,1
915,1
916,1
917,12
918,6
919,3
920,2
921,1
922,1
923,1
924,3
925,2
926,1
927,1
928,1
929,6
930,3
931,2
932,1
933,1
934,1
935,3
936,2
937,1
938,1
939,1
940,24
941,12
942,6
943,3
944,2
945,1
946,1
947,1
948,3
949,2
950,1
951,1
952,1
953,6
954,3
955,2
956,1
957,1
958,1
959,3
960,2
961,1
962,1
963,1
964,12
965,6
966,3
967,2
968,1
969,1
970,1
971,3
972,2
973,1
974,1
975,1
976,6
977,3
978,2
979,1
980,1
981,1
982,3
983,2
984,1
985,1
986,1
987,98
988,49
989,25
990,13
991,7
992,4
993,2
994,1
995,1
996,2
997,1
998,1
999,3
1000,2
1001,1
1002,1
1003,1
1004,6
1005,3
1006,2
1007,1
1008,1
1009,1
1010,3
1011,2
1012,1
1013,1
1014,1
1015,12
1016,6
1017,3
1018,2
1019,1
1020,1
1021,1
1022,3
1023,2
1024,1
1025,1
1026,1
1027,6
1028,3
1029,2
1030,1
1031,1
1032,1
1033,3
1034,2
1035,1
1036,1
1037,1
1038,24
1039,12
1040,6
1041,3
1042,2
1043,1
1044,1
1045,1
1046,3
1047,2
1048,1
1049,1
1050,1
1051,6
1052,3
1053,2
1054,1
1055,1
1056,1
1057,3
1058,2
1059,1
1060,1
1061,1
1062,12
1063,6
1064,3
1065,2
1066,1
1067,1
1068,1
1069,3
1070,2
1071,1
1072,1
1073,1
1074,6
1075,3
1076,2
1077,1
1078,1
1079,1
1080,3
1081,2
1082,1
1083,1
1084,1
1085,49
1086,25
1087,13
1088,7
1089,4
1090,2
1091,1
1092,1
1093,2
1094,1
1095,1
1096,3
1097,2
1098,1
1099,1
1100,1
1101,6
1102,3
1103,2
1104,1
1105,1
1106,1
1107,3
1108,2
1109,1
1110,1
1111,1
1112,12
1113,6
1114,3
1115,2
1116,1
1117,1
1118,1
1119,3
1120,2
1121,1
1122,1
1123,1
1124,6
1125,3
1126,2
1127,1
1128,1
1129,1
1130,3
1131,2
1132,1
1133,1
1134,1
1135,24
1136,12
1137,6
1138,3
1139,2
1140,1
1141,1
1142,1
1143,3
1144,2
1145,1
1146,1
1147,1
1148,6
1149,3
1150,2
1151,1
1152,1
1153,1
1154,3
1155,2
1156,1
1157,1
1158,1
1159,12
1160,6
1161,3
1162,2
1163,1
1164,1
1165,1
1166,3
1167,2
1168,1
1169,1
1170,1
1171,6
1172,3
1173,2
1174,1
1175,1
1176,1
1177,3
1178,2
1179,1
1180,1
1181,1
1182,195
1183,98
1184,49
1185,25
1186,13
1187,7
1188,4
1189,2
1190,1
1191,1
1192,2
1193,1
1194,1
1195,3
1196,2
1197,1
1198,1
1199,1
1200,6
1201,3
1202,2
1203,1
1204,1
1205,1
1206,3
1207,2
1208,1
1209,1
1210,1
1211,12
1212,6
1213,3
1214,2
1215,1
1216,1
1217,1
1218,3
1219,2
1220,1
1221,1
1222,1
1223,6
1224,3
1225,2
1226,1
1227,1
1228,1
1229,3
1230,2
1231,1
1232,1
1233,1
1234,24
1235,12
1236,6
1237,3
1238,2
1239,1
1240,1
1241,1
1242,3
1243,2
1244,1
1245,1
1246,1
1247,6
1248,3
1249,2
1250,1
1251,1
1252,1
1253,3
1254,2
1255,1
1256,1
1257,1
1258,12
1259,6
1260,3
1261,2
1262,1
1263,1
1264,1
1265,3
1266,2
1267,1
1268,1
1269,1
1270,6
1271,3
1272,2
1273,1
1274,1
1275,1
1276,3
1277,2
1278,1
1279,1
1280,1
1281,49
1282,25
1283,13
1284,7
1285,4
1286,2
1287,1
1288,1
1289,2
1290,1
1291,1
1292,3
1293,2
1294,1
1295,1
1296,1
1297,6
1298,3
1299,2
1300,1
1301,1
1302,1
1303,3
1304,2
1305,1
1306,1
1307,1
1308,12
1309,6
1310,3
1311,2
1312,1
1313,1
1314,1
1315,3
1316,2
1317,1
1318,1
1319,1
1320,6
1321,3
1322,2
1323,1
1324,1
1325,1
1326,3
1327,2
1328,1
1329,1
1330,1
1331,24
1332,12
1333,6
1334,3
1335,2
1336,1
1337,1
1338,1
1339,3
1340,2
1341,1
1342,1
1343,1
1344,6
1345,3
1346,2
1347,1
1348,1
1349,1
1350,3
1351,2
1352,1
1353,1
1354,1
1355,12
1356,6
1357,3
1358,2
1359,1
1360,1
1361,1
1362,3
1363,2
1364,1
1365,1
1366,1
1367,6
1368,3
1369,2
1370,1
1371,1
1372,1
1373,3
1374,2
1375,1
1376,1
1377,1
1378,97
1379,49
1380,25
1381,13
1382,7
1383,4
1384,2
1385,1
1386,1
1387,2
1388,1
1389,1
1390,3
1391,2
1392,1
1393,1
1394,1
1395,6
1396,3
1397,2
1398,1
1399,1
1400,1
1401,3
1402,2
1403,1
1404,1
1405,1
1406,12
1407,6
1408,3
1409,2
1410,1
1411,1
1412,1
1413,3
1414,2
1415,1
1416,1
1417,1
1418,6
1419,3
1420,2
1421,1
1422,1
1423,1
1424,3
1425,2
1426,1
1427,1
1428,1
1429,24
1430,12
1431,6
1432,3
1433,2
1434,1
1435,1
1436,1
1437,3
1438,2
1439,1
1440,1
1441,1
1442,6
1443,3
1444,2
1445,1
1446,1
1447,1
1448,3
1449,2
1450,1
1451,1
1452,1
1453,12
1454,6
1455,3
1456,2
1457,1
1458,1
1459,1
1460,3
1461,2
1462,1
1463,1
1464,1
1465,6
1466,3
1467,2
1468,1
1469,1
1470,1
1471,3
1472,2
1473,1
1474,1
1475,1
1476,48
1477,24
1478,12
1479,6
1480,3
1481,2
1482,1
1483,1
1484,1
1485,3
1486,2
1487,1
1488,1
1489,1
1490,6
1491,3
1492,2
1493,1
1494,1
1495,1
1496,3
1497,2
1498,1
1499,1
1500,1
1501,12
1502,6
1503,3
1504,2
1505,1
1506,1
1507,1
1508,3
1509,2
1510,1
1511,1
1512,1
1513,6
1514,3
1515,2
1516,1
1517,1
1518,1
1519,3
1520,2
1521,1
1522,1
1523,1
1524,24
1525,12
1526,6
1527,3
1528,2
1529,1
1530,1
1531,1
1532,3
1533,2
1534,1
1535,1
1536,1
1537,6
1538,3
1539,2
1540,1
1541,1
1542,1
1543,3
1544,2
1545,1
1546,1
1547,1
1548,12
1549,6
1550,3
1551,2
1552,1
1553,1
1554,1
1555,3
1556,2
1557,1
1558,1
1559,1
1560,6
1561,3
1562,2
1563,1
1564,1
1565,1
1566,3
1567,2
1568,1
1569,1
1570,1
1571,781
1572,391
1573,196
1574,98
1575,49
1576,25
1577,13
1578,7
1579,4
1580,2
1581,1
1582,1
1583,2
1584,1
1585,1
1586,3
1587,2
1588,1
1589,1
1590,1
1591,6
1592,3
1593,2
1594,1
1595,1
1596,1
1597,3
1598,2
1599,1
1600,1
1601,1
1602,12
1603,6
1604,3
1605,2
1606,1
1607,1
1608,1
1609,3
1610,2
1611,1
1612,1
1613,1
1614,6
1615,3
1616,2
1617,1
1618,1
1619,1
1620,3
1621,2
1622,1
1623,1
1624,1
1625,24
1626,12
1627,6
1628,3
1629,2
1630,1
1631,1
1632,1
1633,3
1634,2
1635,1
1636,1
1637,1
1638,6
1639,3
1640,2
1641,1
1642,1
1643,1
1644,3
1645,2
1646,1
1647,1
1648,1
1649,12
1650,6
1651,3
1652,2
1653,1
1654,1
1655,1
1656,3
1657,2
1658,1
1659,1
1660,1
1661,6
1662,3
1663,2
1664,1
1665,1
1666,1
1667,3
1668,2
1669,1
1670,1
1671,1
1672,49
1673,25
1674,13
1675,7
1676,4
1677,2
1678,1
1679,1
1680,2
1681,1
1682,1
1683,3
1684,2
1685,1
1686,1
1687,1
1688,6
1689,3
1690,2
1691,1
1692,1
1693,1
1694,3
1695,2
1696,1
1697,1
1698,1
1699,12
1700,6
1701,3
1702,2
1703,1
1704,1
1705,1
1706,3
1707,2
1708,1
1709,1
1710,1
1711,6
1712,3
1713,2
1714,1
1715,1
1716,1
1717,3
1718,2
1719,1
1720,1
1721,1
1722,24
1723,12
1724,6
1725,3
1726,2
1727,1
1728,1
1729,1
