CallIndex,SubproblemSize
1,8000
2,163
3,145
4,56
5,31
6,17
7,0
8,16
9,8
10,5
11,0
12,4
13,0
14,3
15,1
16,1
17,2
18,1
19,0
20,7
21,0
22,6
23,1
24,4
25,1
26,2
27,0
28,1
29,13
30,1
31,11
32,7
33,3
34,2
35,0
36,1
37,0
38,3
39,0
40,2
41,0
42,1
43,3
44,0
45,2
46,0
47,1
48,24
49,22
50,17
51,0
52,16
53,1
54,14
55,12
56,3
57,1
58,1
59,8
60,0
61,7
62,4
63,1
64,2
65,0
66,1
67,2
68,0
69,1
70,1
71,4
72,1
73,2
74,0
75,1
76,1
77,88
78,2
79,1
80,0
81,85
82,14
83,8
84,6
85,2
86,0
87,1
88,3
89,1
90,1
91,1
92,5
93,3
94,0
95,2
96,1
97,0
98,1
99,70
100,43
101,19
102,8
103,6
104,0
105,5
106,1
107,3
108,2
109,1
110,0
111,0
112,1
113,10
114,5
115,3
116,2
117,0
118,1
119,0
120,1
121,4
122,1
123,2
124,0
125,1
126,23
127,5
128,0
129,4
130,2
131,0
132,1
133,1
134,17
135,5
136,2
137,1
138,0
139,2
140,0
141,1
142,11
143,10
144,8
145,4
146,1
147,2
148,1
149,0
150,3
151,1
152,1
153,1
154,0
155,26
156,0
157,25
158,9
159,5
160,2
161,0
162,1
163,2
164,0
165,1
166,3
167,2
168,0
169,1
170,0
171,15
172,12
173,11
174,5
175,1
176,3
177,1
178,1
179,5
180,0
181,4
182,3
183,0
184,2
185,0
186,1
187,0
188,0
189,2
190,0
191,1
192,17
193,3
194,1
195,1
196,13
197,0
198,12
199,9
200,4
201,2
202,0
203,1
204,1
205,4
206,0
207,3
208,0
209,2
210,0
211,1
212,2
213,0
214,1
215,7836
216,6067
217,1978
218,319
219,11
220,8
221,3
222,2
223,1
224,0
225,0
226,4
227,0
228,3
229,1
230,1
231,2
232,0
233,1
234,307
235,115
236,38
237,20
238,16
239,0
240,15
241,14
242,0
243,13
244,7
245,1
246,5
247,0
248,4
249,3
250,0
251,2
252,0
253,1
254,0
255,5
256,0
257,4
258,0
259,3
260,1
261,1
262,0
263,3
264,0
265,2
266,0
267,1
268,17
269,5
270,4
271,1
272,2
273,1
274,0
275,0
276,11
277,7
278,3
279,0
280,2
281,0
282,1
283,3
284,1
285,1
286,3
287,2
288,0
289,1
290,0
291,76
292,44
293,41
294,16
295,14
296,8
297,5
298,3
299,0
300,2
301,1
302,0
303,1
304,2
305,1
306,0
307,5
308,2
309,0
310,1
311,2
312,1
313,0
314,1
315,24
316,12
317,6
318,5
319,3
320,1
321,1
322,1
323,0
324,5
325,3
326,0
327,2
328,0
329,1
330,1
331,11
332,8
333,5
334,3
335,2
336,0
337,1
338,0
339,1
340,2
341,0
342,1
343,2
344,0
345,1
346,2
347,0
348,1
349,31
350,12
351,10
352,1
353,8
354,0
355,7
356,2
357,0
358,1
359,4
360,2
361,1
362,0
363,1
364,1
365,18
366,15
367,11
368,0
369,10
370,7
371,5
372,2
373,0
374,1
375,2
376,0
377,1
378,1
379,2
380,0
381,1
382,3
