CallIndex,SubproblemSize
1,500
2,250
3,125
4,63
5,32
6,16
7,8
8,4
9,2
10,1
11,1
12,2
13,1
14,1
15,4
16,2
17,1
18,1
19,2
20,1
21,1
22,8
23,4
24,2
25,1
26,1
27,2
28,1
29,1
30,4
31,2
32,1
33,1
34,2
35,1
36,1
37,16
38,8
39,4
40,2
41,1
42,1
43,2
44,1
45,1
46,4
47,2
48,1
49,1
50,2
51,1
52,1
53,8
54,4
55,2
56,1
57,1
58,2
59,1
60,1
61,4
62,2
63,1
64,1
65,2
66,1
67,1
68,31
69,16
70,8
71,4
72,2
73,1
74,1
75,2
76,1
77,1
78,4
79,2
80,1
81,1
82,2
83,1
84,1
85,8
86,4
87,2
88,1
89,1
90,2
91,1
92,1
93,4
94,2
95,1
96,1
97,2
98,1
99,1
100,15
101,8
102,4
103,2
104,1
105,1
106,2
107,1
108,1
109,4
110,2
111,1
112,1
113,2
114,1
115,1
116,7
117,4
118,2
119,1
120,1
121,2
122,1
123,1
124,3
125,2
126,1
127,1
128,1
129,62
130,31
131,16
132,8
133,4
134,2
135,1
136,1
137,2
138,1
139,1
140,4
141,2
142,1
143,1
144,2
145,1
146,1
147,8
148,4
149,2
150,1
151,1
152,2
153,1
154,1
155,4
156,2
157,1
158,1
159,2
160,1
161,1
162,15
163,8
164,4
165,2
166,1
167,1
168,2
169,1
170,1
171,4
172,2
173,1
174,1
175,2
176,1
177,1
178,7
179,4
180,2
181,1
182,1
183,2
184,1
185,1
186,3
187,2
188,1
189,1
190,1
191,31
192,16
193,8
194,4
195,2
196,1
197,1
198,2
199,1
200,1
201,4
202,2
203,1
204,1
205,2
206,1
207,1
208,8
209,4
210,2
211,1
212,1
213,2
214,1
215,1
216,4
217,2
218,1
219,1
220,2
221,1
222,1
223,15
224,8
225,4
226,2
227,1
228,1
229,2
230,1
231,1
232,4
233,2
234,1
235,1
236,2
237,1
238,1
239,7
240,4
241,2
242,1
243,1
244,2
245,1
246,1
247,3
248,2
249,1
250,1
251,1
252,125
253,63
254,32
255,16
256,8
